service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
4103_20260617,1,1,1,1,1,1,1,20260617,20261212
4104_20260617,1,1,1,1,1,1,1,20260617,20261212
4105_20260617,1,1,1,1,1,1,1,20260617,20261212
4106_20260617,1,1,1,1,1,1,1,20260617,20261212
4107_20260617,1,1,1,1,1,1,1,20260617,20261212
4200_20260617,1,1,1,1,1,1,1,20260617,20261212
4400_20251214,1,1,1,1,1,0,0,20251214,20261212
4401_20260201,1,1,1,1,1,1,1,20260201,20261212
4402_20251214,1,1,1,1,1,1,0,20251214,20261212
4403_20251214,1,1,1,1,1,0,0,20251214,20261212
4404_20260102,1,1,1,1,1,1,1,20260102,20261212
4405_20251214,1,1,1,1,1,1,0,20251214,20261212
4406_20251214,1,1,1,1,1,1,0,20251214,20261212
4407_20260102,1,1,1,1,1,1,1,20260102,20261212
4408_20251214,1,1,1,1,1,1,1,20251214,20261212
4409_20251214,1,1,1,1,1,0,0,20251214,20261212
4410_20251214,1,1,1,1,1,1,1,20251214,20261212
4411_20251214,1,1,1,1,1,1,1,20251214,20261212
4412_20251214,1,1,1,1,1,0,0,20251214,20261212
4413_20251214,1,1,1,1,1,0,0,20251214,20261212
4414_20251214,1,1,1,1,1,1,1,20251214,20261212
4415_20251214,1,1,1,1,1,0,0,20251214,20261212
4416_20251214,1,1,1,1,1,1,0,20251214,20261212
4417_20251214,1,1,1,1,1,1,1,20251214,20261212
4418_20260102,1,1,1,1,1,1,1,20260102,20261212
4419_20251214,1,1,1,1,1,0,0,20251214,20261212
4420_20251214,1,1,1,1,1,1,1,20251214,20261212
4421_20251214,1,1,1,1,1,1,1,20251214,20261212
4422_20251214,1,1,1,1,1,1,1,20251214,20261212
4423_20251214,1,1,1,1,1,0,0,20251214,20261212
4424_20251214,1,1,1,1,1,0,0,20251214,20261212
4425_20251214,1,1,1,1,1,1,1,20251214,20261212
4426_20251214,1,1,1,1,1,1,1,20251214,20261212
4427_20251214,1,1,1,1,1,1,1,20251214,20261212
4428_20251214,1,1,1,1,1,1,1,20251214,20261212
4429_20251214,1,1,1,1,1,1,1,20251214,20261212
4430_20251214,1,1,1,1,1,1,1,20251214,20261212
4431_20251214,1,1,1,1,1,1,1,20251214,20261212
4432_20251214,1,1,1,1,1,1,1,20251214,20261212
4433_20260101,1,1,1,1,1,1,1,20260101,20261212
4434_20251214,1,1,1,1,1,0,0,20251214,20261212
4435_20260101,1,1,1,1,1,0,0,20260101,20261212
4436_20251214,1,1,1,1,1,1,1,20251214,20261212
4437_20260228,1,1,1,1,1,1,1,20260228,20261212
4438_20260101,1,1,1,1,1,0,0,20260101,20261212
4440_20260131,1,1,1,1,1,1,1,20260131,20261212
4500_20251214,1,1,1,1,1,0,0,20251214,20261212
4501_20251214,1,1,1,1,1,0,0,20251214,20261212
4502_20251214,1,1,1,1,1,1,0,20251214,20261212
4503_20251214,1,1,1,1,1,0,0,20251214,20261212
4504_20251214,1,1,1,1,1,0,0,20251214,20261212
4505_20260102,1,1,1,1,1,1,1,20260102,20261212
4506_20251214,1,1,1,1,1,1,1,20251214,20261212
4507_20260102,1,1,1,1,1,1,1,20260102,20261212
4508_20251214,1,1,1,1,1,1,1,20251214,20261212
4509_20251214,1,1,1,1,1,0,0,20251214,20261212
4510_20251214,1,1,1,1,1,1,1,20251214,20261212
4511_20251214,1,1,1,1,1,1,1,20251214,20261212
4512_20251214,1,1,1,1,1,1,1,20251214,20261212
4513_20251214,1,1,1,1,1,1,1,20251214,20261212
4514_20251214,1,1,1,1,1,0,0,20251214,20261212
4515_20251214,1,1,1,1,1,1,1,20251214,20261212
4516_20251214,1,1,1,1,1,1,1,20251214,20261212
4517_20251214,1,1,1,1,1,1,1,20251214,20261212
4518_20251214,1,1,1,1,1,1,1,20251214,20261212
4519_20251214,1,1,1,1,1,1,1,20251214,20261212
4520_20251214,1,1,1,1,1,0,1,20251214,20261212
4521_20251214,1,1,1,1,1,0,0,20251214,20261212
4523_20251214,1,1,1,1,1,1,1,20251214,20261212
4601_20251214,1,1,1,1,1,0,0,20251214,20261212
4603_20260102,1,1,1,1,1,1,1,20260102,20261212
4605_20251214,1,1,1,1,1,1,0,20251214,20261212
4607_20251214,1,1,1,1,1,0,0,20251214,20261212
4609_20251214,1,1,1,1,1,0,0,20251214,20261212
4611_20251214,1,1,1,1,1,1,1,20251214,20261212
4613_20251214,1,1,1,1,1,0,0,20251214,20261212
4615_20251214,1,1,1,1,1,0,0,20251214,20261212
4617_20251214,1,1,1,1,1,1,1,20251214,20260724
4617_20260726,1,1,1,1,1,1,1,20260726,20261212
4619_20251214,1,1,1,1,1,1,1,20251214,20261212
4621_20251214,1,1,1,1,1,0,0,20251214,20261212
4623_20251214,1,1,1,1,1,1,1,20251214,20261212
4625_20251214,1,1,1,1,1,0,0,20251214,20261212
4627_20251214,1,1,1,1,1,1,1,20251214,20261212
4629_20251214,1,1,1,1,1,1,1,20251214,20261212
4631_20251214,1,1,1,1,1,0,0,20251214,20261212
4633_20260101,1,1,1,1,1,1,1,20260101,20261212
4635_20251214,1,1,1,1,1,1,1,20251214,20261212
4650_20251214,1,1,1,1,1,1,0,20251214,20261212
4652_20260102,1,1,1,1,1,1,1,20260102,20261212
4654_20251214,1,1,1,1,1,0,0,20251214,20261212
4656_20251214,1,1,1,1,1,1,1,20251214,20261212
4658_20251214,1,1,1,1,1,0,0,20251214,20261212
4660_20251214,1,1,1,1,1,1,1,20251214,20261212
4662_20251214,1,1,1,1,1,0,0,20251214,20261212
4664_20251214,1,1,1,1,1,1,1,20251214,20261212
4666_20251214,1,1,1,1,1,0,0,20251214,20261212
4668_20251214,1,1,1,1,1,1,1,20251214,20260724
4668_20260726,1,1,1,1,1,1,1,20260726,20261212
4670_20251214,1,1,1,1,1,0,0,20251214,20261212
4672_20251214,1,1,1,1,1,1,1,20251214,20261212
4674_20251214,1,1,1,1,1,0,0,20251214,20261212
4676_20251214,1,1,1,1,1,1,1,20251214,20261212
4678_20251214,1,1,1,1,1,0,0,20251214,20261212
4680_20251214,1,1,1,1,1,1,1,20251214,20261212
4682_20251214,1,1,1,1,1,0,0,20251214,20261212
4684_20260101,1,1,1,1,1,1,1,20260101,20260724
4684_20260726,1,1,1,1,1,1,1,20260726,20261212
4801_20260719,1,1,1,1,1,0,0,20260719,20261212
4802_20260719,1,1,1,1,1,0,0,20260719,20261212
5100_20251214,1,1,1,1,1,0,0,20251214,20261212
5101_20251214,1,1,1,1,1,0,0,20251214,20261212
5102_20251214,1,1,1,1,1,0,0,20251214,20261212
5103_20251214,1,1,1,1,1,0,0,20251214,20261212
5104_20251214,1,1,1,1,1,1,0,20251214,20261212
5105_20251214,1,1,1,1,1,1,0,20251214,20261212
5106_20251214,1,1,1,1,1,0,0,20251214,20261212
5107_20251214,1,1,1,1,1,1,1,20251214,20261212
5108_20251214,1,1,1,1,1,0,0,20251214,20261212
5109_20251214,1,1,1,1,1,1,1,20251214,20261212
5110_20251214,1,1,1,1,1,1,1,20251214,20261212
5111_20260102,1,1,1,1,1,1,1,20260102,20261212
5112_20260102,1,1,1,1,1,1,1,20260102,20261212
5113_20251214,1,1,1,1,1,1,1,20251214,20261212
5114_20251214,1,1,1,1,1,1,1,20251214,20261212
5115_20251214,1,1,1,1,1,1,1,20251214,20261212
5116_20251214,1,1,1,1,1,1,1,20251214,20261212
5117_20251214,1,1,1,1,1,1,1,20251214,20261212
5118_20251214,1,1,1,1,1,1,1,20251214,20261212
5119_20260101,1,1,1,1,1,1,1,20260101,20261212
5120_20260101,1,1,1,1,1,1,1,20260101,20261212
5121_20260101,1,1,1,1,1,1,1,20260101,20261212
5122_20251214,1,1,1,1,1,1,1,20251214,20261212
5200_20260102,1,1,1,1,1,1,0,20260102,20261212
5201_20260102,1,1,1,1,1,1,0,20260102,20261212
5202_20260102,1,1,1,1,1,1,1,20260102,20261212
5203_20260102,1,1,1,1,1,1,1,20260102,20261212
5204_20251214,1,1,1,1,1,1,1,20251214,20261212
5205_20251214,1,1,1,1,1,1,1,20251214,20261212
5206_20251214,1,1,1,1,1,1,1,20251214,20261212
5207_20260102,1,1,1,1,1,1,1,20260102,20261212
5208_20260102,1,1,1,1,1,1,1,20260102,20261212
5209_20251214,1,1,1,1,1,1,1,20251214,20261212
5210_20251214,1,1,1,1,1,1,1,20251214,20261212
5211_20251214,1,1,1,1,1,1,1,20251214,20261212
5212_20251214,1,1,1,1,1,1,1,20251214,20261212
5213_20251214,1,1,1,1,1,1,1,20251214,20261212
5214_20260101,1,1,1,1,1,1,1,20260101,20261212
5215_20260101,1,1,1,1,1,1,1,20260101,20261212
5400_20251214,1,1,1,1,1,1,0,20251214,20261212
5401_20251214,1,1,1,1,1,1,1,20251214,20261212
5402_20251214,1,1,1,1,1,1,1,20251214,20261212
5403_20251214,1,1,1,1,1,0,1,20251214,20261212
5404_20251214,1,1,1,1,1,1,0,20251214,20260724
5404_20260726,1,1,1,1,1,1,1,20260726,20261212
5405_20251214,1,1,1,1,1,1,1,20251214,20260724
5405_20260726,1,1,1,1,1,1,1,20260726,20261212
5410_20251214,1,0,0,0,0,0,1,20251214,20261212
5420_20251214,1,1,1,1,1,1,0,20251214,20261212
5421_20260102,1,1,1,1,1,1,1,20260102,20260725
5421_20260727,1,1,1,1,1,1,1,20260727,20261212
5422_20260102,1,1,1,1,0,1,1,20260102,20261212
5423_20260101,1,1,1,1,1,1,1,20260101,20261212
5424_20260101,1,1,1,1,1,1,1,20260101,20261212
5600_20260316,1,1,1,1,1,1,0,20260316,20261212
5601_20260316,1,1,1,1,1,1,1,20260316,20261212
5620_20260316,1,1,1,1,1,1,1,20260316,20261212
5621_20260316,1,1,1,1,1,1,1,20260316,20261212
5622_20260316,1,1,1,1,1,1,1,20260316,20261212
5623_20260316,1,1,1,1,1,1,1,20260316,20261212
5624_20260316,1,1,1,1,1,1,1,20260316,20261212
5625_20260316,1,1,1,1,1,1,1,20260316,20261212
5650_20251214,1,1,1,1,1,0,0,20251214,20261212
5653_20260101,1,1,1,1,1,1,1,20260101,20261212
5671_20260102,1,1,1,1,1,1,1,20260102,20261212
5672_20260102,1,1,1,1,1,1,1,20260102,20261212
5674_20251214,1,1,1,1,1,1,1,20251214,20261212
5675_20251214,1,1,1,1,1,1,1,20251214,20261212
5676_20260101,1,1,1,1,1,1,1,20260101,20261212
5677_20260101,1,1,1,1,1,1,1,20260101,20261212
5682_20251214,1,1,1,1,1,1,1,20251214,20260725
5682_20260727,1,1,1,1,1,1,1,20260727,20261212
5683_20260102,1,1,1,1,1,1,1,20260102,20261212
5684_20260101,1,1,1,1,1,1,1,20260101,20261212
5685_20251214,1,1,1,1,1,1,1,20251214,20261212
5700_20260719,1,1,0,0,0,1,1,20260719,20261212
5701_20260719,1,1,1,1,1,1,1,20260719,20261212
5702_20260719,1,1,1,1,1,1,0,20260719,20261212
5703_20260719,1,1,1,1,1,1,0,20260719,20261212
5704_20260719,1,1,1,1,1,1,1,20260719,20261212
5705_20260719,1,1,1,1,1,0,0,20260719,20261212
5706_20260719,1,1,1,1,1,0,0,20260719,20261212
5707_20260719,1,1,1,1,1,0,0,20260719,20261212
5708_20260719,1,1,1,1,1,1,1,20260719,20261212
5709_20260719,1,1,1,1,1,1,1,20260719,20261212
5710_20260719,1,1,1,1,1,1,1,20260719,20261212
5711_20260719,1,1,1,1,1,1,1,20260719,20261212
5712_20260719,1,1,1,1,1,1,1,20260719,20261212
5713_20260719,1,1,1,1,1,1,1,20260719,20261212
5714_20260719,1,1,0,0,0,1,1,20260719,20261212
5715_20260719,1,1,1,1,1,1,1,20260719,20261212
5716_20260719,1,1,1,1,1,1,1,20260719,20261212
5717_20260719,1,1,1,1,1,1,1,20260719,20261212
5800_20260719,1,1,0,0,0,1,1,20260719,20261212
5801_20260719,1,1,1,1,1,1,0,20260719,20261212
5802_20260719,1,1,1,1,1,1,1,20260719,20261212
5803_20260719,1,1,1,1,1,1,1,20260719,20261212
5804_20260719,1,1,0,0,0,1,1,20260719,20261212
5805_20260719,1,1,1,1,1,1,1,20260719,20261212
5900_20260719,1,1,1,1,1,1,0,20260719,20261212
5901_20260719,1,1,1,1,1,1,1,20260719,20261212
5902_20260719,1,1,1,1,1,1,1,20260719,20261212
5903_20260719,1,1,1,1,1,1,1,20260719,20261212
5904_20260719,1,1,1,1,1,1,1,20260719,20261212
5905_20260719,1,1,1,1,1,1,1,20260719,20261212
5906_20260719,1,1,1,1,1,0,0,20260719,20261212
5907_20260719,1,1,1,1,1,1,1,20260719,20261212
5908_20260719,1,1,1,1,1,1,1,20260719,20261212
5909_20260719,1,1,1,1,1,0,0,20260719,20261212
5910_20260719,1,1,1,1,1,0,0,20260719,20261212
5911_20260719,1,1,1,1,1,1,1,20260719,20261212
5912_20260719,1,1,1,1,1,0,0,20260719,20261212
5914_20260719,1,1,1,1,1,1,1,20260719,20261212
6450_20260322,1,1,1,1,1,1,1,20260322,20261212
6451_20260322,1,1,1,1,1,1,1,20260322,20261212
6455_20260614,1,1,1,1,1,1,1,20260614,20261212
6459_20260322,1,1,1,1,1,1,1,20260322,20261212
10540_20260711,1,1,1,1,1,1,1,20260711,20261212
10541_20260711,1,1,1,1,1,1,1,20260711,20261212
10542_20260711,1,1,1,1,1,1,1,20260711,20261212
10543_20260711,1,1,1,1,1,1,1,20260711,20261212
10544_20260711,1,1,1,1,1,1,1,20260711,20261212
10545_20260711,1,1,1,1,1,1,1,20260711,20261212
11540_20260316,1,1,1,1,1,1,1,20260316,20261212
11541_20260316,1,1,1,1,1,1,1,20260316,20261212
11542_20260316,1,1,1,1,1,1,1,20260316,20261212
11543_20260316,1,1,1,1,1,1,1,20260316,20261212
11544_20260316,1,1,1,1,1,1,1,20260316,20261212
11545_20260316,1,1,1,1,1,1,1,20260316,20261212
15150_20260625,1,1,1,1,1,0,0,20260625,20261212
15151_20260625,1,1,1,1,1,0,0,20260625,20261212
15152_20260625,1,1,0,0,0,1,1,20260625,20261212
15153_20251226,1,1,1,1,1,1,1,20251226,20261212
15154_20260625,1,1,1,1,1,0,0,20260625,20261212
15155_20251214,1,1,1,1,1,1,1,20251214,20261212
15156_20260625,1,1,1,1,1,0,0,20260625,20261212
15157_20260625,1,1,1,1,1,0,0,20260625,20261212
15158_20260625,1,1,1,1,1,0,0,20260625,20261212
15159_20251214,1,1,1,1,1,1,1,20251214,20261212
15160_20251214,1,1,1,1,1,1,1,20251214,20261212
15161_20260625,1,1,1,1,1,0,0,20260625,20261212
15162_20251214,1,1,1,1,1,1,1,20251214,20261212
15163_20251214,1,1,1,1,1,1,1,20251214,20261212
15164_20251214,1,1,1,1,1,1,1,20251214,20261212
15165_20251214,1,1,1,1,1,1,1,20251214,20261212
15166_20260625,1,1,1,1,1,0,0,20260625,20261212
15167_20251214,1,1,1,1,1,1,1,20251214,20261212
15168_20251214,1,1,1,1,1,1,1,20251214,20261212
15169_20260625,1,1,1,1,1,0,0,20260625,20261212
15170_20251214,1,1,1,1,1,1,1,20251214,20261212
15171_20251214,1,1,1,1,1,1,1,20251214,20261212
15172_20260625,1,1,1,1,1,0,0,20260625,20261212
15173_20260625,1,1,1,1,1,0,0,20260625,20261212
15174_20260625,1,1,0,0,0,1,1,20260625,20261212
15175_20260625,1,1,1,1,1,0,0,20260625,20261212
15176_20260625,1,1,1,1,1,0,0,20260625,20261212
15177_20251225,1,1,1,1,1,1,1,20251225,20261212
15178_20260625,1,1,1,1,1,0,0,20260625,20261212
15179_20260625,1,1,0,0,0,1,1,20260625,20261212
15180_20260625,1,1,0,0,0,1,1,20260625,20261212
15181_20260625,1,1,1,1,1,0,0,20260625,20261212
15182_20260625,1,1,1,1,1,0,0,20260625,20261212
15183_20260101,1,1,1,1,1,1,1,20260101,20261212
15184_20251225,1,1,1,1,1,1,1,20251225,20261212
15186_20260101,1,1,1,1,1,1,1,20260101,20261212
15200_20251226,1,1,1,1,1,1,1,20251226,20261212
15201_20260713,1,1,1,1,1,1,1,20260713,20261212
15202_20260625,1,1,1,1,1,1,0,20260625,20261212
15203_20260625,1,1,1,1,1,0,0,20260625,20261212
15204_20260625,1,1,1,1,1,0,0,20260625,20261212
15205_20251226,1,1,1,1,1,1,1,20251226,20261212
15206_20251226,1,1,1,1,1,1,1,20251226,20261212
15207_20260625,1,1,1,1,1,0,0,20260625,20261212
15208_20260625,1,1,1,1,1,0,0,20260625,20261212
15209_20251226,1,1,1,1,1,1,1,20251226,20261212
15210_20260625,1,1,0,0,0,1,1,20260625,20261212
15211_20260625,1,1,1,1,1,0,0,20260625,20261212
15212_20260625,1,1,1,1,1,0,0,20260625,20261212
15213_20251214,1,1,1,1,1,1,1,20251214,20261212
15214_20251214,1,1,1,1,1,1,1,20251214,20261212
15215_20251214,1,1,1,1,1,1,1,20251214,20261212
15217_20251214,1,1,1,1,1,1,1,20251214,20261212
15218_20251214,1,1,1,1,1,1,1,20251214,20261212
15219_20251214,1,1,1,1,1,1,1,20251214,20261212
15220_20251214,1,1,1,1,1,1,1,20251214,20261212
15221_20260625,1,1,1,1,1,0,0,20260625,20261212
15222_20251214,1,1,1,1,1,1,1,20251214,20261212
15223_20251214,1,1,1,1,1,1,1,20251214,20261212
15224_20251214,1,1,1,1,1,1,1,20251214,20261212
15225_20251214,1,1,1,1,1,1,1,20251214,20261212
15226_20251214,1,1,1,1,1,1,1,20251214,20261212
15227_20251214,1,1,1,1,1,1,1,20251214,20261212
15228_20260625,1,1,1,1,1,0,0,20260625,20261212
15229_20251214,1,1,1,1,1,1,1,20251214,20261212
15230_20251214,1,1,1,1,1,1,1,20251214,20261212
15231_20260625,1,1,1,1,1,0,0,20260625,20261212
15232_20251214,1,1,1,1,1,1,1,20251214,20261212
15233_20251214,1,1,1,1,1,1,1,20251214,20261212
15234_20251214,1,1,1,1,1,1,1,20251214,20261212
15235_20260625,1,1,1,1,1,0,0,20260625,20261212
15236_20251214,1,1,1,1,1,1,1,20251214,20261212
15237_20251214,1,1,1,1,1,1,1,20251214,20261212
15238_20260625,1,1,1,1,1,0,0,20260625,20261212
15239_20260625,1,1,1,1,1,0,0,20260625,20261212
